session_id,user_id,charger_id,session_duration,power_usage,time_of_day,location,policy_type,role,behavior_context,risk_score,access_granted_ai,access_granted_noai,decision_latency_ai,decision_latency_noai,blockchain_delay,pet_time,ai_override,session_validity
2028,7,8,83,1.79,evening,Manchester,RBAC,User,normal,0.2534166536887045,True,True,222.06632126614258,123.8329935771613,205.761013521759,65.54969768432977,False,valid
2029,2,6,44,14.32,off_hours,London,ABAC,Fleet,anomalous,0.9106755764031501,False,False,193.62370488368285,116.47976080044415,191.7741167884065,73.40644751747939,False,invalid
2030,16,2,29,8.47,off_hours,London,ABAC,User,normal,0.3617432430019018,True,True,163.134014300116,100.66145774925178,142.1278616190322,67.4018432373116,False,valid
2031,9,8,9,7.29,afternoon,London,RBAC,Fleet,normal,0.37328147284172475,True,True,198.30979103844783,107.42297008353493,178.50803739355393,67.6363240900101,False,valid
2032,3,4,15,9.37,morning,London,DAC,Admin,normal,0.42231739359636594,True,True,162.29560181551457,113.43925895334394,245.69970501710796,59.11254756524911,False,valid
2033,19,1,63,8.31,off_hours,anomaly,RBAC,User,normal,0.41596951646560804,True,True,171.1276487942216,115.3912895970121,180.07543164920503,82.6985882318169,False,valid
2034,14,5,102,18.51,morning,Birmingham,ABAC,User,anomalous,0.7691446176443807,False,False,224.84346311824072,143.56692604846552,189.66757708497593,84.56856910471868,False,valid
2035,15,3,92,6.92,evening,London,RBAC,Admin,anomalous,0.8726157209103116,False,False,237.25568096709992,126.77031504217516,176.3795929982872,76.2037769336387,False,valid
2036,16,3,83,16.45,evening,Manchester,RBAC,Admin,normal,0.3153426785948779,True,True,157.60646064801824,96.59242304693424,147.94677609305734,64.35382451666334,False,valid
2037,19,7,42,3.16,off_hours,Birmingham,DAC,User,normal,0.4144905958048292,True,True,207.06598293067378,141.13867194243798,234.3978012672834,120.46297889053756,False,valid
2038,15,1,76,20.99,off_hours,London,RBAC,User,anomalous,0.8521388393060049,False,False,203.1432605264863,81.87525262709744,270.3936622846607,70.02069920544596,False,valid
2039,14,3,9,14.14,morning,Manchester,MAC,User,normal,0.3953510065987358,True,True,200.58650900140557,105.11867889633567,174.54523074427937,87.24902946543996,False,valid
2040,5,10,52,15.9,evening,London,MAC,User,normal,0.3465844084531132,True,True,161.0316967688937,114.78492112694019,268.1770821720929,74.26674634625122,False,valid
2041,7,6,94,7.4,morning,Manchester,MAC,Admin,normal,0.28062056900701343,True,True,212.22015334347702,134.06034939727726,198.57452519053655,52.22333170862888,False,valid
2042,3,8,22,9.77,morning,Birmingham,RBAC,Fleet,anomalous,0.7204810131391552,False,False,166.17291616553118,98.36854082980675,200.6161983496788,74.09924884278833,False,valid
2043,2,6,74,5.85,afternoon,Birmingham,MAC,User,normal,0.1857629153512282,True,True,186.09390247609414,112.27514159996343,141.04835933788138,85.38678815609465,False,valid
2044,16,4,41,20.6,morning,Manchester,RBAC,Admin,normal,0.3568567601228241,True,True,196.3243540406382,106.70292316358102,223.98427704314435,77.98292370319724,False,valid
2045,2,8,64,11.35,evening,Manchester,RBAC,User,normal,0.39743094963369396,True,True,164.5053004163391,161.57984826820956,241.96846941609414,87.10387512375891,False,valid
2046,3,10,52,14.31,off_hours,Manchester,RBAC,User,normal,0.36122035863407437,True,True,171.08336733442434,151.42599223063013,127.52834736359125,80.49140379303451,False,valid
2047,12,5,81,16.47,afternoon,London,RBAC,User,normal,0.23571051527412218,True,True,127.79088541145606,135.5973572197471,196.51851517951712,84.137601360921,False,valid
2048,1,10,32,8.92,morning,London,DAC,Admin,normal,0.2287824885756947,True,True,157.62045126771994,123.54570536125158,184.3963308543631,101.87632923847207,False,valid
2049,15,6,73,16.18,evening,anomaly,ABAC,User,normal,0.39005451503386834,True,True,189.82977708384175,132.2015152886588,147.72954202532287,51.80487106197495,False,valid
2050,1,1,81,15.26,off_hours,London,MAC,User,normal,0.4749842878245905,True,True,189.4963070245983,125.74320937822299,234.3917416914809,58.07953157125388,False,valid
2051,1,4,85,15.88,evening,London,RBAC,Fleet,normal,0.18422884670079476,True,False,175.64755696817898,118.60844372023598,192.17308197746596,69.13387185061761,True,valid
2052,15,4,118,11.38,evening,Manchester,DAC,Fleet,anomalous,0.9400471614956063,False,False,221.85042501310411,129.10768552803614,190.62843963341828,51.70317518459308,False,valid
2053,3,5,44,9.17,off_hours,anomaly,RBAC,User,normal,0.36750354282680026,True,True,163.99726563122292,150.52187245635997,177.4973909598724,80.24149453010332,False,valid
2054,14,1,49,5.82,morning,Manchester,DAC,User,normal,0.16922530337259362,True,True,239.40852151161593,110.62534906950117,272.11061922989535,77.90310053493641,False,valid
2055,10,4,100,18.35,off_hours,Manchester,MAC,Fleet,normal,0.4336678063437053,True,True,164.52880998344443,119.42373900902417,229.68026033746486,91.11039330569884,False,valid
2056,3,7,66,13.85,off_hours,Manchester,RBAC,Admin,normal,0.5347523304055389,True,True,166.52865347935986,132.3107470363953,195.0009041124194,68.1473854249897,False,valid
2057,20,6,97,10.44,off_hours,Birmingham,ABAC,Fleet,normal,0.4242338276092216,True,True,202.66811425050605,142.07762152128876,147.3782151965724,52.58391697123645,False,valid
2058,18,10,119,20.84,afternoon,Manchester,MAC,User,normal,0.20842071392457304,True,True,104.69462567668424,99.60277823668319,151.9853692488332,108.73371156376416,False,valid
2059,4,5,62,2.2,off_hours,Birmingham,RBAC,User,anomalous,0.7542724290306528,False,False,171.27585558481593,114.20979318878935,217.37316467144393,65.26280985398255,False,valid
2060,17,1,71,18.88,afternoon,Manchester,RBAC,User,normal,0.22909113793345656,True,True,170.33020079760664,94.1925439854657,120.1519699678165,72.42317237598648,False,valid
2061,20,8,60,21.95,afternoon,Manchester,MAC,User,normal,0.13345164881820065,True,True,215.36910383089887,100.96330862005685,250.6880101316355,47.48163498940866,False,valid
2062,4,5,44,19.65,evening,Birmingham,RBAC,Fleet,anomalous,0.8857186426502544,False,False,178.05138193602298,101.8149131146844,276.1739996445431,36.41120064973122,False,valid
2063,15,8,102,18.06,morning,Birmingham,RBAC,User,normal,0.16395727531439272,True,True,205.89561066471953,122.41506691155499,229.10558240423825,93.75903209723141,False,valid
2064,11,6,44,8.99,afternoon,London,RBAC,User,anomalous,0.6122684695103079,False,False,151.58357241158177,116.06846192566655,58.61998762442309,100.86462131899563,False,valid
2065,3,7,95,6.01,evening,London,ABAC,User,normal,0.2339304179593614,True,True,158.39706581098534,139.54229145355367,152.71552973119782,74.8974830886758,False,valid
2066,7,10,81,16.48,evening,anomaly,RBAC,User,normal,0.22958582998588567,True,True,154.04943270592773,105.11698853734006,163.74757875616746,77.00332021659213,False,valid
2067,10,10,113,7.54,evening,Manchester,MAC,User,normal,0.23276873432496312,True,True,188.10513138603386,124.1593155716852,189.9304906333629,47.948368585616315,False,valid
2068,19,1,37,4.86,morning,Manchester,MAC,User,normal,0.2298363402199193,True,True,187.06121047093131,151.20748043092667,181.45630772783608,97.9843252449198,False,valid
2069,20,6,10,17.56,evening,London,RBAC,User,normal,0.21968469271895252,True,True,163.55653852645818,120.20086310200739,175.1796091646388,60.60601786529682,False,valid
2070,8,3,92,7.7,morning,Manchester,RBAC,User,normal,0.2174259565438395,True,True,175.91127549946043,92.72243590715433,181.44916340067985,65.55226678972551,False,valid
2071,15,3,23,20.22,evening,Birmingham,ABAC,Admin,normal,0.3668058099986367,True,True,198.66251754243766,124.19400376522053,251.63010861951784,69.73395876477909,False,valid
2072,13,3,84,18.69,morning,Manchester,DAC,User,normal,0.32583136915358674,True,True,182.97587787643053,159.18340802196164,230.43644819114857,87.21100095301759,False,valid
2073,3,6,44,18.83,evening,London,ABAC,User,normal,0.4208079063459327,True,True,142.1954705790563,91.32496619076537,237.92618342419138,77.38581728900307,False,valid
2074,15,8,96,17.25,afternoon,London,DAC,User,normal,0.3005310802170069,True,True,187.61756808652146,122.09264706447564,236.29432917183712,81.62101528056263,False,valid
2075,10,3,101,19.52,off_hours,Birmingham,RBAC,Admin,normal,0.39266063199535167,True,True,155.7483186001913,115.68051035437577,240.65933110107392,64.61818082068396,False,valid
2076,15,3,63,17.96,afternoon,Birmingham,ABAC,User,normal,0.22607281595772985,True,True,213.65262064738155,134.7641802085258,249.4247820726872,60.23479142904645,False,valid
2077,14,5,63,13.73,evening,Birmingham,RBAC,User,anomalous,0.7604273575437221,False,False,169.62261194485532,96.76370245881759,164.847735489498,97.79213052296973,False,valid
2078,9,6,52,7.35,afternoon,Manchester,ABAC,User,normal,0.21371657305408517,True,True,173.4410005855406,128.33847770554402,252.05787242352937,86.51012675988356,False,valid
2079,15,6,45,19.67,evening,Manchester,ABAC,User,normal,0.31022431470230066,True,True,168.8254881750508,94.75302010400549,127.99990468632139,92.23613093520238,False,valid
2080,14,7,17,18.68,afternoon,Birmingham,MAC,Admin,normal,0.24440095229117403,True,True,189.59329993965378,147.0118094447973,224.5350089858439,71.85317035197814,False,valid
2081,15,7,111,11.04,morning,Birmingham,DAC,User,normal,0.13857013947845392,True,True,187.61135828398696,117.76049678646224,202.95168041921065,68.23426043195772,False,valid
2082,14,3,49,2.01,evening,Birmingham,DAC,Admin,normal,0.2703302185533863,True,False,166.70130494223514,136.31306169795465,247.22193717986855,48.28641241293555,True,valid
2083,10,5,93,14.48,evening,London,RBAC,User,normal,0.2348001485925208,True,True,198.3909577836568,128.6992418865036,236.91919213094897,80.70793345891339,False,valid
2084,12,1,57,2.25,morning,Manchester,RBAC,User,normal,0.14900702270924773,True,True,165.05416887303593,103.78044987207862,137.06124547209865,80.48795020026893,False,valid
2085,20,1,46,20.47,morning,Birmingham,RBAC,Admin,normal,0.34654190388813844,True,True,153.50659503390236,112.66844485244754,170.69133996472488,97.3408125366247,False,valid
2086,14,2,104,21.2,evening,London,RBAC,User,normal,0.3547069143642904,True,True,187.98832092718598,90.42193472382877,192.40477159955418,78.44992574123346,False,valid
2087,15,2,67,5.14,evening,Manchester,RBAC,User,anomalous,0.7696427583074619,False,False,193.325777762689,118.80341146003812,258.0382316092514,66.84021682625234,False,valid
2088,12,7,31,15.27,morning,Manchester,ABAC,User,normal,0.25386468885164815,True,True,124.70811231856953,97.48641875472552,228.23810238181204,79.5596248416751,False,valid
2089,2,5,42,3.12,off_hours,Manchester,MAC,User,normal,0.4048378369187233,True,True,153.50483293264585,127.30296823968905,154.36743686556287,88.02044960448791,False,valid
2090,19,3,64,16.37,off_hours,Birmingham,ABAC,User,normal,0.3737985103626936,True,True,203.45875294780654,128.32745809821807,193.35975431592308,91.98697169562779,False,valid
2091,17,7,11,8.42,morning,London,MAC,User,normal,0.19279950024772155,True,False,196.4894143163276,88.26988938079629,258.62130547975715,89.72860177867254,True,valid
2092,15,3,9,15.37,afternoon,Birmingham,DAC,User,anomalous,0.7485827821630766,False,False,226.23831965273126,147.82405790766703,115.41706209780308,79.61922751726814,False,invalid
2093,10,3,111,8.96,evening,London,RBAC,User,normal,0.21835113030994147,True,True,143.82762394748988,129.04656668579904,191.46946693842307,73.21332466309434,False,valid
2094,11,4,49,4.23,off_hours,Birmingham,MAC,Admin,anomalous,0.8748484275727341,False,False,150.93621155968154,129.27148582261475,193.60277932412143,84.74973515132803,False,valid
2095,14,5,62,9.65,evening,London,RBAC,User,normal,0.17145065193734854,True,True,213.7477694480987,113.41813604410306,182.47963025127498,62.007332892712846,False,valid
2096,9,8,119,3.54,afternoon,Birmingham,RBAC,User,normal,0.15096017953722812,True,True,173.1367009453408,104.31300195452656,179.4162717317161,82.67439131967119,False,valid
2097,3,9,35,13.2,morning,Manchester,RBAC,User,normal,0.2044734549090492,True,True,200.74568810405376,85.81113685819417,150.47472371795078,50.69711380783187,False,valid
2098,1,5,27,2.05,afternoon,London,RBAC,User,normal,0.2454848565705902,False,True,165.5660432616339,124.85846401302672,178.27685511064,99.24035512669616,True,valid
2099,6,8,46,12.17,evening,Manchester,RBAC,User,normal,0.2496678693438223,True,True,161.61444651830433,139.94556108546257,252.1741367071451,79.6162356836539,False,valid
2100,6,3,14,19.64,afternoon,Birmingham,RBAC,User,normal,0.2500449855353911,True,True,180.23006643512562,148.0385710939376,205.72211786720263,76.34671486495813,False,valid
2101,5,7,36,18.63,afternoon,London,MAC,Admin,normal,0.2286081308267787,True,True,201.8294688663064,98.12599575892945,189.28448430449242,74.90588783698207,False,valid
2102,4,3,111,19.56,morning,London,MAC,User,normal,0.0839720142916591,True,True,158.6556497248796,114.5943647919131,222.5077715256778,63.94860113215759,False,valid
2103,3,10,57,20.38,afternoon,Manchester,ABAC,User,normal,0.18262645357513044,True,True,169.75438478361184,134.30347371623225,213.4340925425828,99.7318761382869,False,valid
2104,13,3,34,3.37,morning,London,ABAC,User,normal,0.2526006203317618,True,True,183.84071471407262,122.74544335288228,104.82907592830664,78.91195420311342,False,valid
2105,4,4,43,3.88,morning,Birmingham,RBAC,Admin,normal,0.37964777851351883,True,False,159.41688242750806,137.38414086573798,230.8061684316706,81.05490479275318,True,valid
2106,7,2,35,12.79,off_hours,London,ABAC,User,normal,0.4825942847263272,True,True,234.70068284502491,142.68290827687835,249.33435881199435,77.27610705759281,False,valid
2107,19,7,86,19.79,morning,Manchester,RBAC,Fleet,anomalous,0.8008317529961155,False,False,193.61461749541775,124.5889197774837,264.29501567783325,107.68296995582294,False,valid
2108,11,6,104,21.47,afternoon,London,RBAC,User,normal,0.1935465408305025,True,True,189.65089063943793,131.81709135113954,198.20219377583305,79.45592850884736,False,valid
2109,10,3,6,2.16,morning,London,RBAC,User,anomalous,0.819510035163234,False,False,163.32994084347345,83.292297877744,189.5184258002855,70.73435339418526,False,valid
2110,19,1,82,8.6,afternoon,London,ABAC,User,normal,0.2297139480838756,False,True,171.26235276167256,99.51779628856997,154.2055594525116,79.8804674445111,True,valid
2111,19,10,81,5.63,afternoon,Manchester,ABAC,Fleet,normal,0.30541954925374354,False,False,156.7331692240262,114.29019424820815,230.6966438844149,72.2613120958493,False,valid
2112,5,3,97,16.92,morning,Manchester,RBAC,Admin,normal,0.14840016456316163,True,True,196.91324086533743,158.1242427692438,217.4523326525378,93.21610738760992,False,valid
2113,1,4,16,14.52,morning,London,RBAC,User,anomalous,0.7694153955573225,False,False,174.41795256342226,136.55258956911035,161.68992860647234,50.71643942217236,False,valid
2114,11,10,43,3.69,off_hours,Birmingham,MAC,User,normal,0.4014006804817969,True,True,153.46839716631442,125.84836432969897,197.4834054712878,78.23549648745191,False,valid
2115,13,1,70,11.26,morning,Manchester,MAC,User,normal,0.15217153064979388,True,True,141.44185664166332,135.04816698138217,245.9433030224045,87.59842588694491,False,valid
2116,8,8,100,15.46,morning,London,RBAC,User,normal,0.2648618620008691,True,True,134.2691471193176,116.02878472169485,231.37739502641662,110.97592069884632,False,valid
2117,16,2,17,17.4,evening,London,RBAC,User,anomalous,0.8773508699065806,False,False,137.05607991839025,131.76134575270615,219.9548278402736,70.05064258038412,False,valid
2118,9,3,50,1.62,afternoon,London,RBAC,User,normal,0.14422788228360184,True,True,175.2772330183866,92.9495474629276,197.0951528439022,76.03243277662229,False,valid
2119,4,5,31,19.72,evening,London,RBAC,Admin,normal,0.3906148274990207,True,True,213.13159691167473,127.11045143842766,242.5959075826347,83.64735475551242,False,valid
2120,19,9,117,13.04,morning,Manchester,MAC,User,normal,0.10679069850907359,True,True,172.68049220371438,124.93224707142518,206.69829669159276,98.39361851799671,False,valid
2121,7,6,109,18.09,morning,Birmingham,ABAC,User,normal,0.20961902931320797,True,True,161.25393769197842,93.36613026140736,198.0182882260182,71.69655940081655,False,valid
2122,12,3,21,18.01,afternoon,Birmingham,MAC,User,normal,0.14513972856029977,True,True,152.43377887787074,113.09201691318722,187.9156906597461,71.4763542581854,False,valid
2123,9,3,108,5.15,off_hours,Birmingham,RBAC,Fleet,normal,0.5485810034037748,True,True,129.14805579265808,126.21517235174545,129.2403527757179,49.52969621999716,False,valid
2124,13,8,99,3.49,morning,London,MAC,User,normal,0.27334823205144065,True,True,162.53397003103942,124.12923369300752,143.9286998864443,48.36538240798505,False,valid
2125,12,4,102,16.2,afternoon,London,RBAC,User,normal,0.2491829530413615,True,True,183.3677321824468,108.94408661232129,242.15093812225888,81.88620769583655,False,valid
2126,9,5,64,4.45,morning,anomaly,RBAC,User,normal,0.1665659410897424,True,True,174.94893126374828,159.71927857802746,147.755017753001,70.00092128633091,False,valid
2127,12,4,68,18.88,morning,Manchester,RBAC,Admin,normal,0.2577810051592239,True,True,209.0133699383171,123.09947016945408,242.79183326148313,95.808049939777,False,valid
2128,16,9,92,16.3,off_hours,London,MAC,Admin,normal,0.4732452801389273,True,True,171.1773212178923,149.47415007738385,179.6777822314022,65.16150919076225,False,valid
2129,13,8,113,18.71,morning,London,ABAC,Admin,normal,0.28192396038846324,True,True,203.9277513750334,129.05788430055412,263.3595307517691,102.52284931319079,False,valid
2130,3,7,39,7.42,off_hours,Manchester,RBAC,User,normal,0.4951341912261811,True,True,159.0681374817055,116.97642179839322,196.16424065603377,74.3172789858331,False,valid
2131,6,4,116,7.79,morning,Manchester,MAC,User,normal,0.25284024425348195,False,True,201.06994606881346,143.95515774312952,207.10989737777476,92.07087617761076,True,valid
2132,14,9,74,15.16,off_hours,Birmingham,RBAC,Admin,normal,0.44026722476200203,True,True,202.3024229283335,148.40168535260813,157.19864234318499,76.10798400701566,False,valid
2133,2,8,87,1.85,afternoon,London,ABAC,Fleet,normal,0.2460613494361749,True,True,165.29579679670428,139.13040988803726,152.94207904801522,62.49997475867016,False,valid
2134,20,8,34,16.31,off_hours,London,DAC,User,normal,0.4430253856090044,True,True,184.83714806803272,135.00664437036912,122.78035120175959,76.37242734079194,False,valid
2135,3,10,75,18.58,morning,Manchester,RBAC,User,normal,0.21487037611063914,True,True,181.92194948160574,110.91794615295882,150.27147695026386,56.912860002649026,False,valid
2136,16,2,78,9.84,evening,London,RBAC,User,normal,0.4693266358307093,True,True,196.1869392535017,130.22311030343707,196.1088174438154,82.48130410717776,False,valid
2137,8,5,109,17.11,evening,Manchester,RBAC,Admin,normal,0.4086737740935794,True,True,210.49377676838168,109.30399872421808,172.83695018760005,87.5691872036353,False,valid
2138,6,6,100,4.83,afternoon,Manchester,ABAC,User,normal,0.1579346206559448,True,True,215.2568589959675,134.9491916142466,231.9490256581165,87.99564865073616,False,valid
2139,3,6,102,7.9,evening,London,RBAC,Admin,normal,0.3023034345977565,True,True,169.94739246332531,145.38997751425893,185.42119663116932,116.12845820287706,False,valid
2140,5,9,67,21.47,evening,Manchester,RBAC,User,normal,0.2951485319551921,True,True,177.58262783411183,131.591434281355,275.6367842027497,75.46458549886707,False,valid
2141,4,4,32,21.72,off_hours,London,RBAC,User,normal,0.3040884643816655,True,True,153.92789620453908,108.88506786607329,178.04343700150608,98.91385996037866,False,valid
2142,6,7,64,11.86,afternoon,Manchester,RBAC,Admin,anomalous,0.6167422249835124,False,False,168.7964022992499,113.39464785089073,88.6805277084568,69.03756857592126,False,valid
2143,2,9,83,20.63,afternoon,Manchester,MAC,Admin,normal,0.08791430805443459,True,True,201.85572349324949,120.69109478582706,185.1372070156079,70.05473684064174,False,valid
2144,3,5,98,12.07,off_hours,London,MAC,User,normal,0.37951138306091536,True,True,203.7111765524581,132.81744398848076,187.80849959420686,75.14078025276027,False,valid
2145,8,6,41,7.27,morning,Manchester,MAC,User,anomalous,0.73437346837206,False,True,177.41175233278136,110.12654269828957,213.19372627795696,73.56325173836277,True,valid
2146,15,1,97,6.75,afternoon,London,RBAC,User,anomalous,0.6648597945555202,False,False,145.69675167483902,101.74521570534989,207.49130950680453,99.19885814549278,False,valid
2147,10,7,26,20.53,off_hours,London,MAC,User,normal,0.5912772976198747,True,True,185.41307688334865,118.7035202829972,213.19702154217507,96.46653994162193,False,valid
2148,15,5,72,4.79,afternoon,London,RBAC,User,normal,0.20543635752219228,True,True,208.23128701093646,128.46880840191787,193.64060824534684,77.13818674037323,False,valid
2149,6,4,24,13.26,afternoon,London,RBAC,User,normal,0.39864771583164293,True,True,174.7863374876888,110.31774629039329,184.33389606526796,68.01827951296008,False,valid
2150,12,3,100,12.75,afternoon,Birmingham,RBAC,User,normal,0.1732008899874808,True,True,214.33115413318765,104.38063890229756,171.58633655814828,82.80170512960096,False,valid
2151,8,1,104,16.58,off_hours,London,MAC,User,normal,0.35128091553909335,True,True,149.14684098922424,150.31021466835276,188.97791026332862,91.87567609515746,False,valid
2152,6,5,118,11.58,off_hours,Manchester,ABAC,User,normal,0.4039035851650082,True,True,168.49115622271816,123.0455285018966,180.46005382689896,64.3757417170675,False,valid
2153,16,3,72,6.86,off_hours,Birmingham,ABAC,Fleet,normal,0.3520648791259566,True,True,223.89549195146066,137.09681170808398,239.36312093198762,79.45605335692929,False,valid
2154,15,8,95,4.72,evening,London,MAC,User,normal,0.07509439308928054,True,True,210.86239102198078,117.2186625015838,252.73858016954935,51.34291364132996,False,valid
2155,20,4,68,14.11,afternoon,London,MAC,User,normal,0.1834561778335429,True,True,216.34962330492004,116.01450882438537,164.5489873817271,74.76292312904631,False,valid
2156,15,3,21,16.16,morning,London,RBAC,User,normal,0.22567401091046707,True,True,155.33465456805004,100.07344271152759,251.25061161716405,77.80508297857148,False,valid
2157,8,1,16,13.05,morning,London,RBAC,User,normal,0.2556225185214787,True,True,215.04992972172053,146.85845472588997,270.5759261674865,89.71906599055505,False,valid
2158,19,10,26,16.56,morning,London,RBAC,Admin,normal,0.2609331255946742,True,True,113.06201084061593,124.32130222768951,201.51062456577074,92.8459727554343,False,valid
2159,14,2,21,4.14,morning,Birmingham,RBAC,Admin,normal,0.34428373895172215,True,True,177.9901589374784,135.6315282490855,264.9277458321997,57.50290801675108,False,valid
2160,16,10,14,19.56,off_hours,London,MAC,User,normal,0.3995514887433648,True,True,179.4706925197506,126.01900640774019,276.5438142205171,91.39565355463944,False,valid
2161,12,2,69,13.31,evening,Manchester,DAC,User,normal,0.2447797343667662,True,True,171.11114335957177,139.00838067143744,243.7485003541404,86.1875069333977,False,valid
2162,3,1,26,3.84,afternoon,London,RBAC,Fleet,anomalous,0.7903310626954958,False,False,151.54109758448638,88.0023864304674,237.03804788759666,90.12368274994361,False,valid
2163,20,8,94,10.81,off_hours,London,RBAC,Admin,normal,0.4997775691399812,True,True,135.83789445274002,133.689931463458,204.27962726603505,91.47471519835852,False,valid
2164,5,5,86,18.77,off_hours,London,RBAC,User,normal,0.23686872198656375,True,True,183.39315610578538,135.5244705392136,218.15714026332162,70.86167286809149,False,valid
2165,13,2,54,19.87,evening,London,RBAC,Admin,normal,0.3289800683915907,True,True,175.97004672836442,103.98678171661643,188.5077985005277,68.13279296511712,False,valid
2166,15,8,18,6.7,afternoon,London,ABAC,User,normal,0.12051810460094649,True,True,179.26782653203747,116.0499091728523,175.09722682801856,71.04556837425997,False,valid
2167,8,10,68,15.99,morning,Manchester,RBAC,User,normal,0.22444321947867896,True,True,200.22056295775127,112.12740690125443,199.4812715925118,64.63624560025794,False,valid
2168,14,5,51,3.28,afternoon,Manchester,RBAC,User,normal,0.2109064067992451,True,True,169.89389997166427,134.6115192640996,245.40243301222927,79.57909078121277,False,valid
2169,15,10,33,1.9,morning,London,RBAC,User,normal,0.3245117552846246,True,True,146.59563750032856,105.16253720007713,261.86433875307813,98.61584091656057,False,valid
2170,19,5,80,12.86,afternoon,Birmingham,MAC,User,normal,0.04996822773366577,True,True,195.12423356527296,150.03772547557796,180.3997976100627,103.42655380892948,False,valid
2171,8,2,40,15.65,off_hours,London,RBAC,Admin,anomalous,0.7252528317402358,False,False,223.11884485448718,118.02131493524374,216.2518553240282,91.18288399038263,False,valid
2172,10,8,103,17.75,afternoon,London,RBAC,User,normal,0.20016284121715644,True,True,180.18233351701946,138.07589849228873,230.05863442850082,62.70593654129398,False,valid
2173,13,3,56,8.28,morning,Birmingham,ABAC,User,normal,0.24615968940719202,True,False,173.65457039025586,98.41099536761433,192.01597629818485,78.62679557886636,True,valid
2174,4,4,80,1.34,afternoon,Birmingham,RBAC,User,normal,0.14729131743654955,True,True,171.96244671942716,142.95969403205785,203.55812457839772,89.5691578262983,False,valid
2175,11,5,11,11.17,evening,Birmingham,MAC,Fleet,normal,0.38918900218759145,True,True,171.94774790558077,120.51114159710676,163.35887591636293,51.61089216031283,False,valid
2176,2,10,33,1.53,morning,London,RBAC,User,normal,0.19360284462355468,True,True,191.4687694445607,136.4281175357932,172.45157309868486,58.79433100908717,False,valid
2177,19,9,15,3.11,morning,anomaly,DAC,User,normal,0.23582956637808097,True,True,226.36367125029383,104.23856923372014,216.5773526369868,87.24614702403377,False,valid
2178,18,2,37,8.0,off_hours,Manchester,RBAC,User,normal,0.28560128990368505,True,True,175.88748954671834,116.08788508482816,175.19910343696017,69.2764974558605,False,valid
2179,6,8,10,10.29,morning,Manchester,RBAC,User,normal,0.29386834263818873,True,True,160.81541333141385,104.57979120965923,246.2599891051482,88.26006791317154,False,valid
2180,14,5,115,7.01,evening,anomaly,RBAC,Admin,normal,0.2629306840086106,True,True,189.4496864395961,116.90051356659332,235.12731326718193,88.30265419767031,False,valid
2181,18,9,83,13.3,afternoon,Birmingham,MAC,User,normal,0.26342702347682595,True,True,193.01260704370318,120.37077120466762,186.8329666737558,75.44538489248188,False,valid
2182,11,9,36,2.35,afternoon,Manchester,MAC,User,normal,0.16173448588275227,True,True,154.76202744613113,119.11684024682795,164.05173424032967,67.86128031841605,False,valid
2183,7,10,55,4.21,afternoon,Birmingham,RBAC,User,normal,0.33229643871952264,True,True,206.82722825391886,112.50444640518592,164.47516957649543,88.413840745491,False,valid
2184,15,3,79,15.66,evening,London,RBAC,User,normal,0.32682872223067244,True,True,208.89113699595055,113.52436759312812,177.1209375156106,71.34276027533944,False,valid
2185,1,9,62,4.16,off_hours,Manchester,ABAC,User,normal,0.3139334643149593,True,True,207.34479915835118,124.1969284934993,212.98162722873718,75.54576163494856,False,valid
2186,10,7,91,14.51,afternoon,London,MAC,User,normal,0.15305200602556907,True,True,176.49552199076902,124.78092232482501,205.2553501355666,73.1812305426242,False,valid
2187,9,9,30,2.34,morning,anomaly,ABAC,User,normal,0.2910326263212115,True,True,181.62134305635652,100.52729777505289,252.7417283709316,95.51436337428464,False,valid
2188,16,7,102,9.67,morning,Manchester,RBAC,Admin,normal,0.34732889627659813,True,True,158.47245190327536,135.7930899452543,255.79172108112647,81.9265114302189,False,valid
2189,16,8,50,4.89,evening,Birmingham,MAC,User,normal,0.3323042792585146,True,True,204.9921636779692,118.77990719878534,174.56767117810287,78.46278826491212,False,valid
2190,17,4,102,3.48,afternoon,Manchester,RBAC,User,normal,0.22532176602999643,True,True,161.46822025806262,134.23358964565728,219.35732909737993,84.05934497768374,False,valid
2191,12,5,33,12.99,morning,Birmingham,DAC,User,normal,0.12011311784178913,True,True,167.90753966605394,120.15954277764459,177.03675107749572,79.51151594833621,False,invalid
2192,7,6,8,20.51,afternoon,London,DAC,User,normal,0.3216229074656918,True,True,193.6385254091928,138.6413897454574,218.36677094400432,104.90214778096038,False,valid
2193,2,4,85,2.34,afternoon,Manchester,MAC,User,normal,0.16045347766616053,True,True,199.78160519587848,132.99100345731162,241.8535583628007,62.23568532228282,False,valid
2194,3,8,103,9.97,off_hours,Birmingham,MAC,Fleet,normal,0.521679110439801,True,True,168.30238830924532,148.7578821699013,101.98109974485803,86.0153918260667,False,valid
2195,6,5,17,15.92,evening,London,RBAC,User,normal,0.19285872101343948,True,True,130.67026915720606,104.59801907741024,191.94480525593679,99.81366038400493,False,valid
2196,19,3,109,10.82,morning,London,ABAC,User,normal,0.1669574480692126,True,True,211.48859899228046,119.71123286225055,180.46408452671963,68.09940822784921,False,valid
2197,8,1,43,17.98,morning,Manchester,RBAC,User,normal,0.17734128163464305,True,True,180.3766787011968,124.80073145651053,105.4018753410725,91.18746136906812,False,valid
